flights,layovers,total_duration,carbon_emissions,price,type,extensions
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 20:15'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 21:10'}, 'duration': 115, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 205', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 91 kg']}]",,115,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",86,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 12:00'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 12:45'}, 'duration': 105, 'airplane': 'Airbus A320', 'airline': 'Indonesia AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/QZ.png', 'travel_class': 'Economy', 'flight_number': 'QZ 267', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 91 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",91,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 10:20'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 11:05'}, 'duration': 105, 'airplane': 'Airbus A320', 'airline': 'Citilink Indonesia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/QG.png', 'travel_class': 'Economy', 'flight_number': 'QG 523', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 91 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",128,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 11:25'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 12:20'}, 'duration': 115, 'airplane': 'Airbus A320', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ID.png', 'travel_class': 'Economy', 'flight_number': 'ID 7154', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 98 kg']}]",,115,"{'this_flight': 99000, 'typical_for_this_route': 92000, 'difference_percent': 8}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 11:25'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 12:20'}, 'duration': 115, 'airline': 'Thai Lion Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SL.png', 'travel_class': 'Economy', 'flight_number': 'SL 7154'}]",,115,{'typical_for_this_route': 92000},,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 07:50'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 09:00'}, 'duration': 130, 'airplane': 'Airbus A320', 'airline': 'Jetstar', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/3K.png', 'travel_class': 'Economy', 'flight_number': '3K 201', 'legroom': '29 in', 'extensions': ['Below average legroom (29 in)', 'Carbon emissions estimate: 91 kg']}]",,130,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",86,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 10:20'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 11:10'}, 'duration': 110, 'airplane': 'Airbus A320', 'airline': 'Indonesia AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/QZ.png', 'travel_class': 'Economy', 'flight_number': 'QZ 263', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 91 kg']}]",,110,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",91,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 14:45'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 15:40'}, 'duration': 115, 'airplane': 'Airbus A320', 'airline': 'Indonesia AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/QZ.png', 'travel_class': 'Economy', 'flight_number': 'QZ 265', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 91 kg']}]",,115,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",91,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 19:40'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 20:30'}, 'duration': 110, 'airplane': 'Airbus A320', 'airline': 'Indonesia AirAsia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/QZ.png', 'travel_class': 'Economy', 'flight_number': 'QZ 261', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 91 kg']}]",,110,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",101,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 11:45'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 12:25'}, 'duration': 100, 'airline': 'TransNusa', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/8B.png', 'travel_class': 'Economy', 'flight_number': '8B 152'}]",,100,{'typical_for_this_route': 92000},110,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 20:30'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 21:20'}, 'duration': 110, 'airplane': 'Airbus A320', 'airline': 'Citilink Indonesia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/QG.png', 'travel_class': 'Economy', 'flight_number': 'QG 527', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 91 kg']}]",,110,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",128,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 08:15'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 09:00'}, 'duration': 105, 'airplane': 'Airbus A320', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 274', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 92 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",129,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 10:20'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 11:05'}, 'duration': 105, 'airplane': 'Airbus A320neo', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 276', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 92 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",149,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 18:25'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 19:10'}, 'duration': 105, 'airplane': 'Airbus A320', 'airline': 'Scoot', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/TR.png', 'travel_class': 'Economy', 'flight_number': 'TR 278', 'legroom': '28 in', 'extensions': ['Below average legroom (28 in)', 'Carbon emissions estimate: 92 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",172,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 07:25'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 08:25'}, 'duration': 120, 'airplane': 'Airbus A330', 'airline': 'Garuda Indonesia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/GA.png', 'travel_class': 'Economy', 'flight_number': 'GA 823', 'legroom': '33 in', 'extensions': ['Above average legroom (33 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 106 kg']}]",,120,"{'this_flight': 106000, 'typical_for_this_route': 92000, 'difference_percent': 15}",213,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 12:20'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 13:20'}, 'duration': 120, 'airplane': 'Airbus A330-900neo', 'airline': 'Garuda Indonesia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/GA.png', 'travel_class': 'Economy', 'flight_number': 'GA 829', 'legroom': '33 in', 'extensions': ['Above average legroom (33 in)', 'Wi-Fi for a fee', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 93 kg']}]",,120,"{'this_flight': 93000, 'typical_for_this_route': 92000, 'difference_percent': 1}",213,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 15:45'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 16:45'}, 'duration': 120, 'airplane': 'Airbus A330', 'airline': 'Garuda Indonesia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/GA.png', 'travel_class': 'Economy', 'flight_number': 'GA 833', 'legroom': '33 in', 'extensions': ['Above average legroom (33 in)', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 106 kg']}]",,120,"{'this_flight': 106000, 'typical_for_this_route': 92000, 'difference_percent': 15}",213,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 19:30'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 20:30'}, 'duration': 120, 'airplane': 'Airbus A330-900neo', 'airline': 'Garuda Indonesia', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/GA.png', 'travel_class': 'Economy', 'flight_number': 'GA 837', 'legroom': '33 in', 'extensions': ['Above average legroom (33 in)', 'Wi-Fi for a fee', 'In-seat USB outlet', 'On-demand video', 'Carbon emissions estimate: 93 kg']}]",,120,"{'this_flight': 93000, 'typical_for_this_route': 92000, 'difference_percent': 1}",213,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 06:20'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 07:05'}, 'duration': 105, 'airplane': 'Boeing 777', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 950', 'ticket_also_sold_by': ['Garuda Indonesia'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 125 kg']}]",,105,"{'this_flight': 126000, 'typical_for_this_route': 92000, 'difference_percent': 37}",360,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 09:25'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 10:10'}, 'duration': 105, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 956', 'ticket_also_sold_by': ['Garuda Indonesia'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 91 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",360,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 12:30'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 13:15'}, 'duration': 105, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 958', 'ticket_also_sold_by': ['Garuda Indonesia'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 91 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",360,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 17:20'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 18:05'}, 'duration': 105, 'airplane': 'Boeing 777', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 964', 'ticket_also_sold_by': ['Garuda Indonesia'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 125 kg']}]",,105,"{'this_flight': 126000, 'typical_for_this_route': 92000, 'difference_percent': 37}",360,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 21:55'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 22:40'}, 'duration': 105, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 968', 'ticket_also_sold_by': ['Garuda Indonesia'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 91 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",360,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 16:25'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 17:10'}, 'duration': 105, 'airplane': 'Airbus A350', 'airline': 'Singapore Airlines', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SQ.png', 'travel_class': 'Economy', 'flight_number': 'SQ 962', 'ticket_also_sold_by': ['Garuda Indonesia'], 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'Wi-Fi for a fee', 'In-seat power & USB outlets', 'On-demand video', 'Carbon emissions estimate: 91 kg']}]",,105,"{'this_flight': 92000, 'typical_for_this_route': 92000, 'difference_percent': 0}",398,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 14:30'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 15:25'}, 'duration': 115, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ID.png', 'travel_class': 'Economy', 'flight_number': 'ID 7156', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 104 kg']}]",,115,"{'this_flight': 105000, 'typical_for_this_route': 92000, 'difference_percent': 14}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 14:30'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 15:25'}, 'duration': 115, 'airline': 'Thai Lion Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SL.png', 'travel_class': 'Economy', 'flight_number': 'SL 7156'}]",,115,{'typical_for_this_route': 92000},,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 16:10'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 17:05'}, 'duration': 115, 'airplane': 'Boeing 737', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ID.png', 'travel_class': 'Economy', 'flight_number': 'ID 7150', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 104 kg']}]",,115,"{'this_flight': 105000, 'typical_for_this_route': 92000, 'difference_percent': 14}",,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 16:10'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 17:05'}, 'duration': 115, 'airline': 'Thai Lion Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/SL.png', 'travel_class': 'Economy', 'flight_number': 'SL 7150'}]",,115,{'typical_for_this_route': 92000},,One way,
"[{'departure_airport': {'name': 'Singapore Changi Airport', 'id': 'SIN', 'time': '2024-05-02 21:15'}, 'arrival_airport': {'name': 'Soekarno–Hatta International Airport', 'id': 'CGK', 'time': '2024-05-02 22:05'}, 'duration': 110, 'airplane': 'Airbus A320', 'airline': 'Batik Air', 'airline_logo': 'https://www.gstatic.com/flights/airline_logos/70px/ID.png', 'travel_class': 'Economy', 'flight_number': 'ID 7152', 'legroom': '32 in', 'extensions': ['Above average legroom (32 in)', 'In-seat USB outlet', 'Stream media to your device', 'Carbon emissions estimate: 98 kg']}]",,110,"{'this_flight': 99000, 'typical_for_this_route': 92000, 'difference_percent': 8}",,One way,
